Mass Wall,Metal Wall,Roof,SlabEdge,Glass,Infil,LPD,EPD (0 1st$),MWh,kWh $,kW $,Util $,Addl 1st $,40yr LCS,40yr LCS 2%,LEED
E12,E31,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1,590.584,21430,25707,47785,-9441,104209.5985,171407.1745,7
E10,E32,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1,594.427,21568,25899,48116,-9957,97527.2975,162625.7419,6
E11,E32,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1,590.852,21440,25680,47767,-9743,102132.0075,169443.7356,7
E12,E32,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1,589.387,21388,25582,47618,-7528,105560.2425,173816.8969,7
E10,E30,R-25,"2"" Vert",SB70,0.25,0.5,1,619.283,22448,27891,50989,-8045,29966.549,76845.03914,4
E11,E30,R-25,"2"" Vert",SB70,0.25,0.5,1,615.722,22321,27694,50663,1680,34121.839,83067.75173,4
E12,E30,R-25,"2"" Vert",SB70,0.25,0.5,1,614.859,22290,27642,50580,3894,36260.434,85732.71506,4
E10,E31,R-25,"2"" Vert",SB70,0.25,0.5,1,620.988,22509,28038,51196,3378,39668.1215,85233.86172,4
E11,E31,R-25,"2"" Vert",SB70,0.25,0.5,1,617.474,22383,27832,50865,-12067,43921.1115,91585.98324,4
E12,E31,R-25,"2"" Vert",SB70,0.25,0.5,1,616.532,22350,27783,50781,-9852,46079.2465,94276.82836,4
E10,E32,R-25,"2"" Vert",SB70,0.25,0.5,1,619.862,22469,27937,51053,-10369,40549.8055,87022.42127,4
E11,E32,R-25,"2"" Vert",SB70,0.25,0.5,1,616.281,22341,27735,50724,-10154,44763.7155,93322.77922,4
E12,E32,R-25,"2"" Vert",SB70,0.25,0.5,1,615.398,22309,27686,50642,-7939,46882.7705,95961.86076,4
E10,E30,R-30,"2"" Vert",SB70,0.25,0.5,1,611.816,22182,27307,50137,-8456,39291.621,91573.31374,5
E11,E30,R-30,"2"" Vert",SB70,0.25,0.5,1,607.762,22037,27033,49717,9003,45283.671,100228.9143,5
E12,E30,R-30,"2"" Vert",SB70,0.25,0.5,1,606.699,21999,26964,49610,11217,47891.226,103515.0405,5
E10,E31,R-30,"2"" Vert",SB70,0.25,0.5,1,613.485,22241,27449,50338,10701,49110.4335,100117.427,4
E11,E31,R-30,"2"" Vert",SB70,0.25,0.5,1,609.656,22104,27207,49959,-4744,54301.3435,107711.8743,5
E12,E31,R-30,"2"" Vert",SB70,0.25,0.5,1,608.547,22065,27133,49845,-2529,57045.6785,111179.1731,5
E10,E32,R-30,"2"" Vert",SB70,0.25,0.5,1,612.359,22201,27348,50198,-3046,49933.4975,101828.3412,5
E11,E32,R-30,"2"" Vert",SB70,0.25,0.5,1,608.366,22058,27083,49790,-2831,55691.0675,110173.3604,5
E12,E32,R-30,"2"" Vert",SB70,0.25,0.5,1,607.354,22022,27017,49688,-616,58200.9225,113330.0776,5
E10,E30,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1,611.071,22157,27503,50309,-1133,41162.674,92353.57936,4
E11,E30,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1,607.577,22032,27281,49963,3771,45708.764,99093.9277,5
E12,E30,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1,606.65,21999,27227,49874,5985,47964.599,101914.1817,5
E10,E31,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1,612.646,22213,27633,50495,5469,51274.5865,101285.9195,4
E11,E31,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1,609.135,22088,27425,50162,-9976,55566.6565,107689.8046,5
E12,E31,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1,608.212,22055,27370,50073,-7761,57822.4915,110510.0586,5
E10,E32,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1,611.59,22176,27533,50359,-8278,52019.4905,102893.3065,4
E11,E32,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1,608.096,22051,27327,50025,-8063,56331.1005,109323.0734,5
E12,E32,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1,607.184,22018,27271,49938,-5848,58547.8555,112091.5639,5
E10,E30,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1,603.026,21870,26804,49323,-6365,53106.106,110550.0134,5
E11,E30,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1,598.839,21720,26512,48880,11094,59547.576,119800.8951,6
E12,E30,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1,597.695,21679,26431,48758,13308,62448.231,123475.2481,6
E10,E31,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1,604.899,21937,26981,49566,12792,62104.2385,118007.0917,5
E11,E31,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1,600.704,21786,26689,49123,-2653,68545.7085,127257.9733,5
E12,E31,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1,599.586,21746,26609,49006,-438,71348.6635,130802.9174,6
E10,E32,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1,603.672,21893,26862,49403,-955,63376.7225,120313.287,5
E11,E32,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1,599.467,21742,26569,48960,-740,69818.1925,129564.1686,6
E12,E32,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1,598.337,21702,26491,48839,1475,72699.3075,133212.6399,6
E10,E30,R-25,"2"" Vert",SB60,0.25,0.5,1,618.133,22411,27736,50795,958,42759.904,90868.70084,4
E11,E30,R-25,"2"" Vert",SB60,0.25,0.5,1,614.535,22283,27533,50464,-7323,47012.894,97220.82237,4
E12,E30,R-25,"2"" Vert",SB60,0.25,0.5,1,613.601,22250,27476,50374,-5108,49288.269,100066.9582,4
E10,E31,R-25,"2"" Vert",SB60,0.25,0.5,1,619.809,22471,27881,51000,-5625,52500.5565,99309.28699,4
E11,E31,R-25,"2"" Vert",SB60,0.25,0.5,1,616.191,22342,27669,50659,-21069,56948.9465,105920.2264,4
E12,E31,R-25,"2"" Vert",SB60,0.25,0.5,1,615.186,22306,27614,50568,-18855,59243.8615,108792.244,4
E10,E32,R-25,"2"" Vert",SB60,0.25,0.5,1,618.653,22430,27778,50856,-19371,53401.7805,101123.7283,4
E11,E32,R-25,"2"" Vert",SB60,0.25,0.5,1,615.111,22303,27575,50527,-19157,57615.6905,107424.0863,4
E12,E32,R-25,"2"" Vert",SB60,0.25,0.5,1,614.16,22270,27518,50437,-16942,59891.0655,110270.2221,4
E10,E30,R-30,"2"" Vert",SB60,0.25,0.5,1,611.131,22162,27156,49966,-17459,51635.556,105001.6943,5
E11,E30,R-30,"2"" Vert",SB60,0.25,0.5,1,607.189,22021,26885,49554,0,57471.286,113450.2406,5
E12,E30,R-30,"2"" Vert",SB60,0.25,0.5,1,605.996,21979,26804,49432,2215,60371.941,117124.5936,5
E10,E31,R-30,"2"" Vert",SB60,0.25,0.5,1,612.701,22218,27297,50163,1698,61532.5285,113649.3348,5
E11,E31,R-30,"2"" Vert",SB60,0.25,0.5,1,608.896,22082,27048,49778,-13746,66840.6785,121399.0728,5
E12,E31,R-30,"2"" Vert",SB60,0.25,0.5,1,607.868,22045,26980,49674,-11532,69389.6135,124607.5537,5
E10,E32,R-30,"2"" Vert",SB60,0.25,0.5,1,611.62,22180,27198,50025,-12048,62316.5125,115308.4854,5
E11,E32,R-30,"2"" Vert",SB60,0.25,0.5,1,607.811,22043,26935,49628,-11834,67859.1425,123368.8049,5
E12,E32,R-30,"2"" Vert",SB60,0.25,0.5,1,606.643,22002,26860,49509,-9619,70701.1775,126965.5125,5
E10,E30,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1,610.72,22149,27338,50135,-10136,53565.229,105859.6053,5
E11,E30,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1,607.149,22022,27119,49789,-5232,58111.319,112599.9536,5
E12,E30,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1,606.19,21987,27062,49697,-3017,60425.774,115497.8531,5
E10,E31,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1,612.261,22204,27476,50328,-3534,63540.3615,114610.7729,4
E11,E31,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1,608.681,22076,27266,49990,-18978,67930.1315,121144.0669,5
E12,E31,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1,607.76,22043,27205,49896,-16764,70283.6665,124093.7299,5
E10,E32,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1,611.266,22169,27380,50198,-17280,64168.0255,116062.8692,5
E11,E32,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1,607.691,22041,27165,49854,-17066,68675.0355,122751.454,5
E12,E32,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1,606.722,22006,27106,49761,-14851,71009.0305,125675.2352,5
E10,E30,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1,602.936,21872,26637,49155,-15368,65391.421,123900.7487,5
E11,E30,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1,598.848,21725,26344,48720,2091,71676.571,132944.576,6
E12,E30,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1,597.693,21684,26264,48597,4306,74596.766,136644.8109,6
E10,E31,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1,604.7,21934,26811,49393,3789,74487.2535,131487.2358,5
E11,E31,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1,600.646,21790,26522,48960,-11655,80733.3235,140479.2996,6
E12,E31,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1,599.554,21751,26448,48846,-9441,83477.6585,143946.5984,6
E10,E32,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1,603.602,21895,26698,49241,-9957,75544.7975,133508.7315,5
E11,E32,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1,599.473,21748,26398,48795,-9743,82044.8875,142837.2585,6
E12,E32,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1,598.325,21707,26324,48678,-7528,84847.8425,146382.2026,6
E10,E30,R-25,"2"" Vert",SB70,0.1,0.65,1,601.848,21840,25746,48232,-8045,83838.329,148201.1261,6
E11,E30,R-25,"2"" Vert",SB70,0.1,0.65,1,597.446,21682,25397,47726,1680,91510.819,159082.5604,7
E12,E30,R-25,"2"" Vert",SB70,0.1,0.65,1,596.327,21642,25305,47594,3894,94606.874,163015.7313,7
E10,E31,R-25,"2"" Vert",SB70,0.1,0.65,1,603.59,21902,25941,48490,3378,92543.3615,155269.9776,6
E11,E31,R-25,"2"" Vert",SB70,0.1,0.65,1,599.283,21747,25603,47998,-12067,99942.2915,165789.0668,6
E12,E31,R-25,"2"" Vert",SB70,0.1,0.65,1,598.11,21705,25508,47860,-9852,103155.5865,169877.5284,7
E10,E32,R-25,"2"" Vert",SB70,0.1,0.65,1,602.468,21862,25810,48318,-10369,93991.7055,157809.109,6
E11,E32,R-25,"2"" Vert",SB70,0.1,0.65,1,598.068,21704,25467,47819,-10154,101527.4155,168509.3707,7
E12,E32,R-25,"2"" Vert",SB70,0.1,0.65,1,596.938,21664,25372,47684,-7939,104682.0905,172520.187,7
E10,E30,R-30,"2"" Vert",SB70,0.1,0.65,1,593.145,21529,24796,46973,-8456,101116.181,173463.2881,7
E11,E30,R-30,"2"" Vert",SB70,0.1,0.65,1,589.536,21400,24496,46544,9003,107284.091,182351.8247,8
E12,E30,R-30,"2"" Vert",SB70,0.1,0.65,1,588.592,21366,24413,46426,11217,110106.586,185922.6506,8
E10,E31,R-30,"2"" Vert",SB70,0.1,0.65,1,594.628,21582,24976,47204,10701,110348.7935,181230.9478,7
E11,E31,R-30,"2"" Vert",SB70,0.1,0.65,1,591.105,21456,24691,46795,-4744,116125.9035,189601.8487,7
E12,E31,R-30,"2"" Vert",SB70,0.1,0.65,1,590.171,21422,24605,46675,-2529,118987.4785,193224.4381,8
E10,E32,R-30,"2"" Vert",SB70,0.1,0.65,1,593.64,21546,24852,47046,-3046,111523.5775,183407.7341,7
E11,E32,R-30,"2"" Vert",SB70,0.1,0.65,1,590.083,21419,24560,46628,-2831,117476.5475,192011.5711,8
E12,E32,R-30,"2"" Vert",SB70,0.1,0.65,1,589.142,21386,24474,46508,-616,120338.1225,195634.1606,8
E10,E30,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1,593.894,21558,25178,47384,-1133,98317.174,168057.8066,7
E11,E30,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1,589.885,21414,24834,46897,3771,105618.404,178447.4869,7
E12,E30,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1,588.966,21382,24755,46784,5985,108343.199,181888.9038,7
E10,E31,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1,595.645,21620,25379,47648,5469,106904.9665,174971.3673,7
E11,E31,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1,591.391,21468,25029,47144,-9976,114538.3765,185801.038,7
E12,E31,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1,590.406,21433,24942,47022,-7761,117439.0315,189475.391,7
E10,E32,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1,594.496,21579,25247,47473,-8278,108411.9305,177588.144,7
E11,E32,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1,590.422,21433,24899,46981,-8063,115810.8605,188107.2333,7
E12,E32,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1,589.455,21399,24814,46863,-5848,118633.3555,191678.0592,7
E10,E30,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1,586.459,21293,24303,46245,-6365,113250.226,190214.1541,8
E11,E30,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1,583.326,21181,24028,45856,11094,118636.536,198067.4193,8
E12,E30,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1,582.575,21154,23960,45763,13308,120970.531,200991.2005,8
E10,E31,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1,587.964,21346,24494,46488,12792,122248.3585,197671.2323,8
E11,E31,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1,584.445,21221,24180,46049,-2653,128611.6685,206818.5869,8
E12,E31,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1,583.647,21192,24105,45945,-438,131160.6035,210027.0677,8
E10,E32,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1,586.968,21311,24366,46326,-955,123501.3025,199951.5458,8
E11,E32,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1,583.683,21193,24079,45921,-740,129200.2525,208218.9196,8
E12,E32,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1,582.925,21166,24007,45823,1475,131631.9475,211272.1097,8
E10,E30,R-25,"2"" Vert",SB60,0.1,0.65,1,601.827,21844,25601,48093,958,95556.984,160801.2895,6
E11,E30,R-25,"2"" Vert",SB60,0.1,0.65,1,597.259,21681,25257,47587,-7323,103229.474,171682.7238,7
E12,E30,R-25,"2"" Vert",SB60,0.1,0.65,1,596.117,21640,25170,47457,-5108,106286.449,175564.1311,7
E10,E31,R-25,"2"" Vert",SB60,0.1,0.65,1,603.503,21904,25790,48343,-5625,104418.3365,168077.1953,6
E11,E31,R-25,"2"" Vert",SB60,0.1,0.65,1,599.069,21745,25463,47856,-21069,111719.5665,178466.8756,7
E12,E31,R-25,"2"" Vert",SB60,0.1,0.65,1,597.872,21702,25369,47720,-18855,114893.7815,182503.5736,7
E10,E32,R-25,"2"" Vert",SB60,0.1,0.65,1,602.436,21866,25666,48179,-19371,105710.3605,170409.2724,6
E11,E32,R-25,"2"" Vert",SB60,0.1,0.65,1,597.887,21703,25327,47678,-19157,113285.1505,181161.2977,7
E12,E32,R-25,"2"" Vert",SB60,0.1,0.65,1,596.675,21660,25233,47540,-16942,116498.4455,185249.7593,7
E10,E30,R-30,"2"" Vert",SB60,0.1,0.65,1,593.225,21537,24693,46879,-17459,111955.536,184898.7711,7
E11,E30,R-30,"2"" Vert",SB60,0.1,0.65,1,589.519,21405,24393,46445,0,118221.146,193916.7167,8
E12,E30,R-30,"2"" Vert",SB60,0.1,0.65,1,588.518,21369,24312,46330,2215,120985.021,197409.8972,8
E10,E31,R-30,"2"" Vert",SB60,0.1,0.65,1,594.602,21586,24852,47087,1698,121637.5685,193261.7119,7
E11,E31,R-30,"2"" Vert",SB60,0.1,0.65,1,590.978,21457,24571,46675,-13746,127473.2985,201710.2581,8
E12,E31,R-30,"2"" Vert",SB60,0.1,0.65,1,590.08,21425,24492,46564,-11532,130159.0135,205099.9115,8
E10,E32,R-30,"2"" Vert",SB60,0.1,0.65,1,593.715,21555,24745,46945,-12048,122499.7125,195024.3896,7
E11,E32,R-30,"2"" Vert",SB60,0.1,0.65,1,590.052,21424,24451,46525,-11834,128491.7625,203679.9902,8
E12,E32,R-30,"2"" Vert",SB60,0.1,0.65,1,589.069,21389,24372,46407,-9619,131314.2575,207250.8161,8
E10,E30,R-25,"2"" Vert+Horiz",SB60,0.1,0.65,1,594.363,21580,25089,47316,-10136,108648.489,178820.3631,7
E11,E30,R-25,"2"" Vert+Horiz",SB60,0.1,0.65,1,590.215,21432,24768,46847,-5232,115597.999,188744.1713,7
E12,E30,R-25,"2"" Vert+Horiz",SB60,0.1,0.65,1,589.211,21396,24688,46731,-3017,118381.414,192263.2336,8
E10,E31,R-25,"2"" Vert+Horiz",SB60,0.1,0.65,1,595.937,21636,25271,47556,-3534,117705.2415,186355.0867,7
E11,E31,R-25,"2"" Vert+Horiz",SB60,0.1,0.65,1,591.71,21485,24944,47077,-18978,124850.1515,196537.7127,7
E12,E31,R-25,"2"" Vert+Horiz",SB60,0.1,0.65,1,590.64,21447,24860,46955,-16764,127750.8065,200212.0658,7
E10,E32,R-25,"2"" Vert+Horiz",SB60,0.1,0.65,1,594.915,21600,25150,47396,-17280,118919.1055,188583.6366,7
E11,E32,R-25,"2"" Vert+Horiz",SB60,0.1,0.65,1,590.72,21450,24827,46923,-17066,125946.7755,198610.9719,7
E12,E32,R-25,"2"" Vert+Horiz",SB60,0.1,0.65,1,589.707,21413,24741,46804,-14851,128788.8105,202207.6796,7
E10,E30,R-30,"2"" Vert+Horiz",SB60,0.1,0.65,1,586.977,21317,24279,46243,-15368,122291.901,199268.5127,8
E11,E30,R-30,"2"" Vert+Horiz",SB60,0.1,0.65,1,583.62,21197,24005,45851,2091,127736.831,207199.4232,8
E12,E30,R-30,"2"" Vert+Horiz",SB60,0.1,0.65,1,582.837,21169,23942,45759,4306,130051.286,210097.3226,8
E10,E31,R-30,"2"" Vert+Horiz",SB60,0.1,0.65,1,588.401,21368,24442,46458,3789,131837.1535,207450.2809,8
E11,E31,R-30,"2"" Vert+Horiz",SB60,0.1,0.65,1,584.842,21241,24148,46037,-11655,137848.7435,216131.7633,8
E12,E31,R-30,"2"" Vert+Horiz",SB60,0.1,0.65,1,583.946,21209,24070,45928,-9441,140495.3785,219469.6531,8
E10,E32,R-30,"2"" Vert+Horiz",SB60,0.1,0.65,1,587.494,21335,24328,46312,-9957,132777.4575,209316.4858,8
E11,E32,R-30,"2"" Vert+Horiz",SB60,0.1,0.65,1,584.017,21211,24051,45910,-9743,138417.7875,217506.2143,8
E12,E32,R-30,"2"" Vert+Horiz",SB60,0.1,0.65,1,583.185,21181,23984,45813,-7528,140829.9425,220533.5226,8
E10,E30,R-25,"2"" Vert",SB70,0.15,0.65,1,610.512,22149,26489,49287,-8045,63223.629,120895.8408,5
E11,E30,R-25,"2"" Vert",SB70,0.15,0.65,1,606.895,22019,26270,48937,1680,67847.879,127739.7162,6
E12,E30,R-25,"2"" Vert",SB70,0.15,0.65,1,605.753,21978,26191,48818,3894,70689.914,131336.4239,6
E10,E31,R-25,"2"" Vert",SB70,0.15,0.65,1,612.217,22209,26651,49509,3378,72632.1015,128896.4365,5
E11,E31,R-25,"2"" Vert",SB70,0.15,0.65,1,608.188,22065,26369,49083,-12067,78741.3915,137707.3278,5
E12,E31,R-25,"2"" Vert",SB70,0.15,0.65,1,607.102,22026,26293,48969,-9852,81485.7265,141174.6266,6
E10,E32,R-25,"2"" Vert",SB70,0.15,0.65,1,611.083,22169,26542,49360,-10369,73631.0255,130840.2868,5
E11,E32,R-25,"2"" Vert",SB70,0.15,0.65,1,607.059,22025,26251,48924,-10154,79935.7155,139909.996,6
E12,E32,R-25,"2"" Vert",SB70,0.15,0.65,1,606.357,22000,26248,48895,-7939,81019.1505,141177.3428,6
E10,E30,R-30,"2"" Vert",SB70,0.15,0.65,1,601.158,21814,25607,48068,-8456,79719.881,145122.7312,6
E11,E30,R-30,"2"" Vert",SB70,0.15,0.65,1,596.771,21657,25262,47566,9003,87314.211,155900.6383,7
E12,E30,R-30,"2"" Vert",SB70,0.15,0.65,1,595.655,21617,25178,47445,11217,90195.326,159549.1096,7
E10,E31,R-30,"2"" Vert",SB70,0.15,0.65,1,602.956,21878,25801,48329,10701,88366.2935,152113.9373,6
E11,E31,R-30,"2"" Vert",SB70,0.15,0.65,1,598.581,21722,25460,47829,-4744,95921.5435,162840.0808,7
E12,E31,R-30,"2"" Vert",SB70,0.15,0.65,1,597.507,21683,25382,47712,-2529,98724.4985,166385.0249,7
E10,E32,R-30,"2"" Vert",SB70,0.15,0.65,1,601.796,21837,25673,48155,-3046,89853.7175,154704.8322,6
E11,E32,R-30,"2"" Vert",SB70,0.15,0.65,1,597.422,21680,25331,47659,-2831,97330.8075,165327.4486,7
E12,E32,R-30,"2"" Vert",SB70,0.15,0.65,1,596.287,21640,25244,47533,-616,100309.6225,169105.3288,7
E10,E30,R-25,"2"" Vert+Horiz",SB70,0.15,0.65,1,602.906,21879,26048,48575,-1133,75045.034,137232.5982,6
E11,E30,R-25,"2"" Vert+Horiz",SB70,0.15,0.65,1,598.649,21727,25739,48114,3771,81838.224,146949.352,6
E12,E30,R-25,"2"" Vert+Horiz",SB70,0.15,0.65,1,597.534,21687,25650,47986,5985,84856.119,150778.9958,6
E10,E31,R-25,"2"" Vert+Horiz",SB70,0.15,0.65,1,604.22,21926,26154,48729,5469,85782.2265,146993.1555,6
E11,E31,R-25,"2"" Vert+Horiz",SB70,0.15,0.65,1,600.376,21788,25919,48355,-9976,90875.4365,154458.1938,6
E12,E31,R-25,"2"" Vert+Horiz",SB70,0.15,0.65,1,599.232,21747,25838,48232,-7761,93795.6315,158158.4286,6
E10,E32,R-25,"2"" Vert+Horiz",SB70,0.15,0.65,1,603.445,21899,26105,48653,-8278,85354.7305,147047.6353,6
E11,E32,R-25,"2"" Vert+Horiz",SB70,0.15,0.65,1,599.225,21747,25799,48193,-8063,92128.3805,156738.5073,6
E12,E32,R-25,"2"" Vert+Horiz",SB70,0.15,0.65,1,598.136,21708,25717,48072,-5848,95009.4955,160386.9786,6
E10,E30,R-30,"2"" Vert+Horiz",SB70,0.15,0.65,1,593.213,21533,25044,47224,-6365,94120.566,164875.8845,7
E11,E30,R-30,"2"" Vert+Horiz",SB70,0.15,0.65,1,589.595,21404,24729,46780,11094,100581.576,174152.648,7
E12,E30,R-30,"2"" Vert+Horiz",SB70,0.15,0.65,1,588.658,21370,24652,46672,13308,103208.671,177464.656,8
E10,E31,R-30,"2"" Vert+Horiz",SB70,0.15,0.65,1,594.943,21594,25242,47485,12792,102766.9785,171867.0906,7
E11,E31,R-30,"2"" Vert+Horiz",SB70,0.15,0.65,1,591.06,21456,24917,47022,-2653,109599.2485,181635.608,7
E12,E31,R-30,"2"" Vert+Horiz",SB70,0.15,0.65,1,590.114,21422,24840,46910,-438,112304.5035,185051.1432,7
E10,E32,R-30,"2"" Vert+Horiz",SB70,0.15,0.65,1,593.784,21553,25103,47306,-955,104352.1025,174587.3945,7
E11,E32,R-30,"2"" Vert+Horiz",SB70,0.15,0.65,1,590.119,21422,24798,46867,-740,110715.4125,183734.749,7
E12,E32,R-30,"2"" Vert+Horiz",SB70,0.15,0.65,1,589.156,21388,24708,46746,1475,113596.5275,187383.2203,7
E10,E30,R-25,"2"" Vert",SB60,0.15,0.65,1,610.325,22147,26349,49144,958,75020.444,133599.5313,5
E11,E30,R-25,"2"" Vert",SB60,0.15,0.65,1,606.55,22012,26135,48794,-7323,79644.694,140443.4068,6
E12,E30,R-25,"2"" Vert",SB60,0.15,0.65,1,605.332,21968,26046,48663,-5108,82721.209,144350.6959,6
E10,E31,R-25,"2"" Vert",SB60,0.15,0.65,1,611.979,22206,26508,49364,-5625,84467.9965,141651.8907,5
E11,E31,R-25,"2"" Vert",SB60,0.15,0.65,1,607.771,22056,26228,48932,-21069,90694.5265,150618.0727,6
E12,E31,R-25,"2"" Vert",SB60,0.15,0.65,1,606.614,22014,26148,48811,-18855,93575.6415,154266.5439,6
E10,E32,R-25,"2"" Vert",SB60,0.15,0.65,1,610.866,22167,26401,49215,-19371,85466.9205,143595.7409,5
E11,E32,R-25,"2"" Vert",SB60,0.15,0.65,1,606.694,22017,26114,48778,-19157,91791.1505,152691.3319,6
E12,E32,R-25,"2"" Vert",SB60,0.15,0.65,1,605.91,21989,26108,48745,-16942,92952.7455,154062.2059,6
E10,E30,R-30,"2"" Vert",SB60,0.15,0.65,1,601.112,21818,25468,47932,-17459,91379.916,157645.2493,6
E11,E30,R-30,"2"" Vert",SB60,0.15,0.65,1,596.65,21659,25124,47430,0,98974.246,168423.1564,7
E12,E30,R-30,"2"" Vert",SB60,0.15,0.65,1,595.546,21619,25040,47307,2215,101894.441,172123.3912,7
E10,E31,R-30,"2"" Vert",SB60,0.15,0.65,1,602.853,21880,25656,48185,1698,100182.6485,164843.5096,6
E11,E31,R-30,"2"" Vert",SB60,0.15,0.65,1,598.418,21721,25321,47691,-13746,107620.6585,175414.3625,7
E12,E31,R-30,"2"" Vert",SB60,0.15,0.65,1,597.331,21683,25235,47567,-11532,110560.3935,179140.4791,7
E10,E32,R-30,"2"" Vert",SB60,0.15,0.65,1,601.691,21839,25527,48015,-12048,101591.9125,167330.8774,6
E11,E32,R-30,"2"" Vert",SB60,0.15,0.65,1,597.33,21683,25191,47523,-11834,108990.8425,177849.9667,7
E12,E32,R-30,"2"" Vert",SB60,0.15,0.65,1,596.139,21640,25103,47390,-9619,112106.4375,181809.0194,7
E10,E30,R-25,"2"" Vert+Horiz",SB60,0.15,0.65,1,603.118,21892,25890,48429,-10136,86900.469,150013.9341,6
E11,E30,R-25,"2"" Vert+Horiz",SB60,0.15,0.65,1,598.826,21739,25603,47987,-5232,93322.399,159238.934,6
E12,E30,R-25,"2"" Vert+Horiz",SB60,0.15,0.65,1,597.598,21695,25515,47858,-3017,96359.834,163094.4595,7
E10,E31,R-25,"2"" Vert+Horiz",SB60,0.15,0.65,1,604.388,21938,25996,48583,-3534,97637.6615,159774.4914,6
E11,E31,R-25,"2"" Vert+Horiz",SB60,0.15,0.65,1,600.45,21797,25766,48209,-18978,102730.8715,167239.5297,6
E12,E31,R-25,"2"" Vert+Horiz",SB60,0.15,0.65,1,599.323,21756,25682,48087,-16764,105631.5265,170913.8828,6
E10,E32,R-25,"2"" Vert+Horiz",SB60,0.15,0.65,1,603.692,21913,25948,48510,-17280,97151.5455,159751.3258,6
E11,E32,R-25,"2"" Vert+Horiz",SB60,0.15,0.65,1,599.412,21760,25651,48058,-17066,103768.8755,169235.1436,6
E12,E32,R-25,"2"" Vert+Horiz",SB60,0.15,0.65,1,598.223,21717,25575,47939,-14851,106610.9105,172831.8513,6
E10,E30,R-30,"2"" Vert+Horiz",SB60,0.15,0.65,1,593.586,21552,24958,47158,-15368,104412.801,175586.6775,7
E11,E30,R-30,"2"" Vert+Horiz",SB60,0.15,0.65,1,589.891,21420,24664,46730,2091,110561.171,184449.3323,8
E12,E30,R-30,"2"" Vert+Horiz",SB60,0.15,0.65,1,588.96,21387,24581,46617,4306,113285.966,187890.7493,8
